s1_path,label_path,split
data\processed\STURM\S1\EMSR460_AOI01_05_06_1_1.tif,data\processed\STURM\Floodmaps\EMSR460_AOI01_05_06_1_1.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_22_19_1_1.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_22_19_1_1.tif,train
data\processed\Sen1Floods11\S1\USA_11422_2_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_11422_2_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR283_09LILLESTROM_3_1_1_2.tif,data\processed\STURM\Floodmaps\EMSR283_09LILLESTROM_3_1_1_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_094_019_1_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_094_019_1_2.tif,train
data\processed\STURM\S1\EMSR424_AOI03_14_11_2_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI03_14_11_2_1.tif,train
data\processed\STURM\S1\EMSR424_AOI03_17_21_1_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI03_17_21_1_2.tif,train
data\processed\Sen1Floods11\S1\USA_198411_0_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_198411_0_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR471_AOI05_17_04_2_1.tif,data\processed\STURM\Floodmaps\EMSR471_AOI05_17_04_2_1.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_07_04_2_1.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_07_04_2_1.tif,train
data\processed\STURM\S1\EMSR419_AOI04_03_03_1_2.tif,data\processed\STURM\Floodmaps\EMSR419_AOI04_03_03_1_2.tif,train
data\processed\STURM\S1\EMSR424_AOI01_18_26_2_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_18_26_2_1.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_15_01_2_2.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_15_01_2_2.tif,train
data\processed\Sen1Floods11\S1\India_591317_2_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_591317_2_0_LabelHand.tif,train
data\processed\Sen1Floods11\S1\USA_11422_1_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_11422_1_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR444_AOI04_04_09_2_2.tif,data\processed\STURM\Floodmaps\EMSR444_AOI04_04_09_2_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_081_021_2_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_081_021_2_2.tif,train
data\processed\STURM\S1\EMSR292_01CHRISOUPOLI_08_13_2_2.tif,data\processed\STURM\Floodmaps\EMSR292_01CHRISOUPOLI_08_13_2_2.tif,train
data\processed\STURM\S1\EMSR471_AOI04_09_15_2_1.tif,data\processed\STURM\Floodmaps\EMSR471_AOI04_09_15_2_1.tif,train
data\processed\STURM\S1\EMSR468_AOI05_05_03_1_2.tif,data\processed\STURM\Floodmaps\EMSR468_AOI05_05_03_1_2.tif,train
data\processed\STURM\S1\EMSR421_AOI05_8_1_1_2.tif,data\processed\STURM\Floodmaps\EMSR421_AOI05_8_1_1_2.tif,train
data\processed\Sen1Floods11\S1\Ghana_132163_3_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_132163_3_2_LabelHand.tif,train
data\processed\Sen1Floods11\S1\India_324254_0_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_324254_0_0_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Somalia_1087508_1_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Somalia_1087508_1_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR419_AOI01_5_2_2_2.tif,data\processed\STURM\Floodmaps\EMSR419_AOI01_5_2_2_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_086_011_2_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_086_011_2_2.tif,train
data\processed\Sen1Floods11\S1\Paraguay_80102_0_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_80102_0_3_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Paraguay_149787_0_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_149787_0_2_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Ghana_319168_1_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_319168_1_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR567_AOI16_4_2_2_2.tif,data\processed\STURM\Floodmaps\EMSR567_AOI16_4_2_2_2.tif,train
data\processed\STURM\S1\EMSR438_AOI01_14_29_2_2.tif,data\processed\STURM\Floodmaps\EMSR438_AOI01_14_29_2_2.tif,train
data\processed\STURM\S1\EMSR502_AOI07_2_5_1_1.tif,data\processed\STURM\Floodmaps\EMSR502_AOI07_2_5_1_1.tif,train
data\processed\Sen1Floods11\S1\India_118868_3_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_118868_3_2_LabelHand.tif,train
data\processed\Sen1Floods11\S1\USA_224165_2_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_224165_2_0_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Paraguay_149787_0_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_149787_0_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR470_AOI01_47_08_2_1.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_47_08_2_1.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_02_12_2_2.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_02_12_2_2.tif,train
data\processed\STURM\S1\EMSR470_AOI01_20_18_2_1.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_20_18_2_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_107_011_2_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_107_011_2_2.tif,train
data\processed\Sen1Floods11\S1\Sri-Lanka_233609_1_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Sri-Lanka_233609_1_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR629_AOI01_02_10_1_1.tif,data\processed\STURM\Floodmaps\EMSR629_AOI01_02_10_1_1.tif,train
data\processed\STURM\S1\EMSR479_AOI01_07_14_2_1.tif,data\processed\STURM\Floodmaps\EMSR479_AOI01_07_14_2_1.tif,train
data\processed\Sen1Floods11\S1\Ghana_141910_2_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_141910_2_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR517_AOI05_15_25_2_2.tif,data\processed\STURM\Floodmaps\EMSR517_AOI05_15_25_2_2.tif,train
data\processed\STURM\S1\EMSR629_AOI01_04_03_1_2.tif,data\processed\STURM\Floodmaps\EMSR629_AOI01_04_03_1_2.tif,train
data\processed\STURM\S1\EMSR567_AOI13_05_13_1_1.tif,data\processed\STURM\Floodmaps\EMSR567_AOI13_05_13_1_1.tif,train
data\processed\STURM\S1\EMSR424_AOI03_17_17_1_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI03_17_17_1_1.tif,train
data\processed\Sen1Floods11\S1\Ghana_146222_3_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_146222_3_2_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Paraguay_172476_0_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_172476_0_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR429_AOI07_10_07_2_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_10_07_2_1.tif,train
data\processed\Sen1Floods11\S1\USA_224165_3_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_224165_3_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR352_AOI01_103_022_1_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_103_022_1_1.tif,train
data\processed\Sen1Floods11\S1\USA_758178_3_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_758178_3_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR265_26VERNON_09_12_1_2.tif,data\processed\STURM\Floodmaps\EMSR265_26VERNON_09_12_1_2.tif,train
data\processed\Sen1Floods11\S1\India_1068117_3_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_1068117_3_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_16_20_1_1.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_16_20_1_1.tif,train
data\processed\STURM\S1\EMSR551_AOI01_1_2_2_1.tif,data\processed\STURM\Floodmaps\EMSR551_AOI01_1_2_2_1.tif,train
data\processed\STURM\S1\EMSR470_AOI01_04_29_2_2.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_04_29_2_2.tif,train
data\processed\Sen1Floods11\S1\USA_806273_0_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_806273_0_2_LabelHand.tif,train
data\processed\STURM\S1\EMSR275_02KUTINA_07_06_1_2.tif,data\processed\STURM\Floodmaps\EMSR275_02KUTINA_07_06_1_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_085_013_2_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_085_013_2_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_096_018_1_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_096_018_1_1.tif,train
data\processed\STURM\S1\EMSR429_AOI06_28_16_2_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI06_28_16_2_1.tif,train
data\processed\STURM\S1\EMSR637_AOI14_15_11_2_1.tif,data\processed\STURM\Floodmaps\EMSR637_AOI14_15_11_2_1.tif,train
data\processed\STURM\S1\EMSR275_01LIJEVIDOBROVCAK_02_08_1_1.tif,data\processed\STURM\Floodmaps\EMSR275_01LIJEVIDOBROVCAK_02_08_1_1.tif,train
data\processed\STURM\S1\EMSR424_AOI01_13_17_2_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_13_17_2_1.tif,train
data\processed\Sen1Floods11\S1\USA_66511_2_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_66511_2_2_LabelHand.tif,train
data\processed\STURM\S1\EMSR550_AOI04_01_06_2_2.tif,data\processed\STURM\Floodmaps\EMSR550_AOI04_01_06_2_2.tif,train
data\processed\Sen1Floods11\S1\India_591317_3_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_591317_3_1_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Paraguay_212687_3_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_212687_3_3_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Somalia_1087508_3_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Somalia_1087508_3_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR358_AOI03_07_04_2_2.tif,data\processed\STURM\Floodmaps\EMSR358_AOI03_07_04_2_2.tif,train
data\processed\STURM\S1\EMSR479_AOI01_09_05_1_2.tif,data\processed\STURM\Floodmaps\EMSR479_AOI01_09_05_1_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_106_009_1_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_106_009_1_2.tif,train
data\processed\Sen1Floods11\S1\Ghana_97516_1_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_97516_1_2_LabelHand.tif,train
data\processed\Sen1Floods11\S1\India_652725_1_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_652725_1_2_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Somalia_322855_2_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Somalia_322855_2_0_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Sri-Lanka_233609_2_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Sri-Lanka_233609_2_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR293_03OZUN_05_11_1_1.tif,data\processed\STURM\Floodmaps\EMSR293_03OZUN_05_11_1_1.tif,train
data\processed\STURM\S1\EMSR637_AOI14_13_08_1_2.tif,data\processed\STURM\Floodmaps\EMSR637_AOI14_13_08_1_2.tif,train
data\processed\STURM\S1\EMSR468_AOI05_05_04_1_1.tif,data\processed\STURM\Floodmaps\EMSR468_AOI05_05_04_1_1.tif,train
data\processed\STURM\S1\EMSR470_AOI01_53_05_1_2.tif,data\processed\STURM\Floodmaps\EMSR470_AOI01_53_05_1_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_092_021_2_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_092_021_2_2.tif,train
data\processed\STURM\S1\EMSR429_AOI03_18_08_2_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI03_18_08_2_2.tif,train
data\processed\STURM\S1\EMSR332_02PADOVA_10_06_1_2.tif,data\processed\STURM\Floodmaps\EMSR332_02PADOVA_10_06_1_2.tif,train
data\processed\Sen1Floods11\S1\India_591317_0_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_591317_0_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR429_AOI03_17_09_1_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI03_17_09_1_1.tif,train
data\processed\STURM\S1\EMSR261_02EINBECK_06_18_1_1.tif,data\processed\STURM\Floodmaps\EMSR261_02EINBECK_06_18_1_1.tif,train
data\processed\STURM\S1\EMSR414_AOI02_4_5_2_1.tif,data\processed\STURM\Floodmaps\EMSR414_AOI02_4_5_2_1.tif,train
data\processed\STURM\S1\EMSR424_AOI03_17_15_2_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI03_17_15_2_1.tif,train
data\processed\STURM\S1\EMSR429_AOI07_09_16_2_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_09_16_2_2.tif,train
data\processed\STURM\S1\EMSR629_AOI01_09_13_2_2.tif,data\processed\STURM\Floodmaps\EMSR629_AOI01_09_13_2_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_078_013_1_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_078_013_1_1.tif,train
data\processed\STURM\S1\EMSR424_AOI01_08_13_1_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_08_13_1_1.tif,train
data\processed\STURM\S1\EMSR567_AOI13_17_04_2_2.tif,data\processed\STURM\Floodmaps\EMSR567_AOI13_17_04_2_2.tif,train
data\processed\Sen1Floods11\S1\USA_670826_2_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_670826_2_2_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Mekong_1396181_0_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Mekong_1396181_0_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR479_AOI01_10_17_1_2.tif,data\processed\STURM\Floodmaps\EMSR479_AOI01_10_17_1_2.tif,train
data\processed\Sen1Floods11\S1\USA_670826_3_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_670826_3_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR429_AOI07_10_09_2_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI07_10_09_2_1.tif,train
data\processed\STURM\S1\EMSR407_AOI02_10_13_1_2.tif,data\processed\STURM\Floodmaps\EMSR407_AOI02_10_13_1_2.tif,train
data\processed\Sen1Floods11\S1\Ghana_264787_0_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_264787_0_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR517_AOI06_04_09_1_2.tif,data\processed\STURM\Floodmaps\EMSR517_AOI06_04_09_1_2.tif,train
data\processed\STURM\S1\EMSR292_01CHRISOUPOLI_12_09_1_2.tif,data\processed\STURM\Floodmaps\EMSR292_01CHRISOUPOLI_12_09_1_2.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_19_21_1_1.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_19_21_1_1.tif,train
data\processed\STURM\S1\EMSR275_02KUTINA_05_13_2_2.tif,data\processed\STURM\Floodmaps\EMSR275_02KUTINA_05_13_2_2.tif,train
data\processed\Sen1Floods11\S1\Ghana_194723_0_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_194723_0_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR517_AOI01_04_32_1_1.tif,data\processed\STURM\Floodmaps\EMSR517_AOI01_04_32_1_1.tif,train
data\processed\STURM\S1\EMSR496_AOI01_4_2_1_1.tif,data\processed\STURM\Floodmaps\EMSR496_AOI01_4_2_1_1.tif,train
data\processed\STURM\S1\EMSR429_AOI05_09_10_2_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI05_09_10_2_1.tif,train
data\processed\STURM\S1\EMSR438_AOI01_16_42_2_1.tif,data\processed\STURM\Floodmaps\EMSR438_AOI01_16_42_2_1.tif,train
data\processed\STURM\S1\EMSR419_AOI04_03_04_1_1.tif,data\processed\STURM\Floodmaps\EMSR419_AOI04_03_04_1_1.tif,train
data\processed\STURM\S1\EMSR429_AOI03_05_07_2_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI03_05_07_2_1.tif,train
data\processed\STURM\S1\EMSR424_AOI03_14_14_2_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI03_14_14_2_1.tif,train
data\processed\Sen1Floods11\S1\India_570384_1_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_570384_1_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR550_AOI04_02_10_2_1.tif,data\processed\STURM\Floodmaps\EMSR550_AOI04_02_10_2_1.tif,train
data\processed\STURM\S1\EMSR407_AOI02_08_14_2_1.tif,data\processed\STURM\Floodmaps\EMSR407_AOI02_08_14_2_1.tif,train
data\processed\Sen1Floods11\S1\Sri-Lanka_236628_1_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Sri-Lanka_236628_1_2_LabelHand.tif,train
data\processed\STURM\S1\EMSR275_01LIJEVIDOBROVCAK_02_02_2_2.tif,data\processed\STURM\Floodmaps\EMSR275_01LIJEVIDOBROVCAK_02_02_2_2.tif,train
data\processed\Sen1Floods11\S1\Nigeria_417184_0_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Nigeria_417184_0_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_05_02_1_1.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_05_02_1_1.tif,train
data\processed\STURM\S1\EMSR419_AOI03_2_3_2_1.tif,data\processed\STURM\Floodmaps\EMSR419_AOI03_2_3_2_1.tif,train
data\processed\STURM\S1\EMSR629_AOI02_02_11_2_2.tif,data\processed\STURM\Floodmaps\EMSR629_AOI02_02_11_2_2.tif,train
data\processed\STURM\S1\EMSR275_02KUTINA_10_07_1_1.tif,data\processed\STURM\Floodmaps\EMSR275_02KUTINA_10_07_1_1.tif,train
data\processed\STURM\S1\EMSR517_AOI01_11_24_2_1.tif,data\processed\STURM\Floodmaps\EMSR517_AOI01_11_24_2_1.tif,train
data\processed\STURM\S1\EMSR414_AOI02_3_5_2_2.tif,data\processed\STURM\Floodmaps\EMSR414_AOI02_3_5_2_2.tif,train
data\processed\Sen1Floods11\S1\USA_905409_2_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\USA_905409_2_2_LabelHand.tif,train
data\processed\Sen1Floods11\S1\India_136196_0_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_136196_0_1_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Pakistan_760290_2_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Pakistan_760290_2_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR517_AOI01_22_16_1_2.tif,data\processed\STURM\Floodmaps\EMSR517_AOI01_22_16_1_2.tif,train
data\processed\STURM\S1\EMSR479_AOI01_10_06_2_1.tif,data\processed\STURM\Floodmaps\EMSR479_AOI01_10_06_2_1.tif,train
data\processed\STURM\S1\EMSR265_22LESMUREAUX_03_07_2_1.tif,data\processed\STURM\Floodmaps\EMSR265_22LESMUREAUX_03_07_2_1.tif,train
data\processed\Sen1Floods11\S1\Paraguay_795075_3_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_795075_3_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR429_AOI06_15_07_1_1.tif,data\processed\STURM\Floodmaps\EMSR429_AOI06_15_07_1_1.tif,train
data\processed\STURM\S1\EMSR629_AOI02_01_03_2_2.tif,data\processed\STURM\Floodmaps\EMSR629_AOI02_01_03_2_2.tif,train
data\processed\STURM\S1\EMSR342_07SOUTHNORMANTON_18_17_2_2.tif,data\processed\STURM\Floodmaps\EMSR342_07SOUTHNORMANTON_18_17_2_2.tif,train
data\processed\STURM\S1\EMSR471_AOI05_28_03_1_2.tif,data\processed\STURM\Floodmaps\EMSR471_AOI05_28_03_1_2.tif,train
data\processed\Sen1Floods11\S1\Paraguay_989230_3_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_989230_3_0_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Mekong_1111068_3_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Mekong_1111068_3_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR424_AOI03_16_13_2_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI03_16_13_2_2.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_13_04_1_1.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_13_04_1_1.tif,train
data\processed\STURM\S1\EMSR265_06PARISOVERVIEW_04_03_2_2.tif,data\processed\STURM\Floodmaps\EMSR265_06PARISOVERVIEW_04_03_2_2.tif,train
data\processed\Sen1Floods11\S1\Pakistan_909806_1_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Pakistan_909806_1_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR352_AOI01_101_014_1_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_101_014_1_1.tif,train
data\processed\STURM\S1\EMSR407_AOI02_15_06_1_2.tif,data\processed\STURM\Floodmaps\EMSR407_AOI02_15_06_1_2.tif,train
data\processed\STURM\S1\EMSR265_22LESMUREAUX_05_03_1_2.tif,data\processed\STURM\Floodmaps\EMSR265_22LESMUREAUX_05_03_1_2.tif,train
data\processed\STURM\S1\EMSR629_AOI02_06_09_2_2.tif,data\processed\STURM\Floodmaps\EMSR629_AOI02_06_09_2_2.tif,train
data\processed\Sen1Floods11\S1\Ghana_97516_0_0_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_97516_0_0_LabelHand.tif,train
data\processed\STURM\S1\EMSR419_AOI03_3_5_1_1.tif,data\processed\STURM\Floodmaps\EMSR419_AOI03_3_5_1_1.tif,train
data\processed\STURM\S1\EMSR517_AOI05_09_07_1_1.tif,data\processed\STURM\Floodmaps\EMSR517_AOI05_09_07_1_1.tif,train
data\processed\Sen1Floods11\S1\India_772630_3_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_772630_3_2_LabelHand.tif,train
data\processed\STURM\S1\EMSR424_AOI03_05_09_1_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI03_05_09_1_2.tif,train
data\processed\STURM\S1\EMSR438_AOI01_04_04_1_1.tif,data\processed\STURM\Floodmaps\EMSR438_AOI01_04_04_1_1.tif,train
data\processed\STURM\S1\EMSR517_AOI06_04_15_2_1.tif,data\processed\STURM\Floodmaps\EMSR517_AOI06_04_15_2_1.tif,train
data\processed\Sen1Floods11\S1\Somalia_61368_3_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Somalia_61368_3_2_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Paraguay_581976_0_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Paraguay_581976_0_3_LabelHand.tif,train
data\processed\STURM\S1\EMSR275_03NOVSKA_02_01_1_2.tif,data\processed\STURM\Floodmaps\EMSR275_03NOVSKA_02_01_1_2.tif,train
data\processed\STURM\S1\EMSR479_AOI01_11_22_1_2.tif,data\processed\STURM\Floodmaps\EMSR479_AOI01_11_22_1_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_114_013_1_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_114_013_1_2.tif,train
data\processed\STURM\S1\EMSR265_26VERNON_15_16_1_2.tif,data\processed\STURM\Floodmaps\EMSR265_26VERNON_15_16_1_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_103_029_1_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_103_029_1_2.tif,train
data\processed\STURM\S1\EMSR629_AOI01_06_13_1_1.tif,data\processed\STURM\Floodmaps\EMSR629_AOI01_06_13_1_1.tif,train
data\processed\STURM\S1\EMSR358_AOI03_13_10_2_2.tif,data\processed\STURM\Floodmaps\EMSR358_AOI03_13_10_2_2.tif,train
data\processed\STURM\S1\EMSR261_01HANNOVER_19_11_1_1.tif,data\processed\STURM\Floodmaps\EMSR261_01HANNOVER_19_11_1_1.tif,train
data\processed\STURM\S1\EMSR424_AOI01_11_16_2_2.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_11_16_2_2.tif,train
data\processed\STURM\S1\EMSR352_AOI01_090_025_2_2.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_090_025_2_2.tif,train
data\processed\Sen1Floods11\S1\India_956930_3_1_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_956930_3_1_LabelHand.tif,train
data\processed\STURM\S1\EMSR424_AOI01_17_23_1_1.tif,data\processed\STURM\Floodmaps\EMSR424_AOI01_17_23_1_1.tif,train
data\processed\STURM\S1\EMSR567_AOI10_05_03_1_1.tif,data\processed\STURM\Floodmaps\EMSR567_AOI10_05_03_1_1.tif,train
data\processed\STURM\S1\EMSR429_AOI05_10_07_2_2.tif,data\processed\STURM\Floodmaps\EMSR429_AOI05_10_07_2_2.tif,train
data\processed\Sen1Floods11\S1\India_73419_3_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\India_73419_3_3_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Ghana_406026_1_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_406026_1_2_LabelHand.tif,train
data\processed\STURM\S1\EMSR567_AOI13_19_04_2_2.tif,data\processed\STURM\Floodmaps\EMSR567_AOI13_19_04_2_2.tif,train
data\processed\STURM\S1\EMSR275_01LIJEVIDOBROVCAK_07_11_1_1.tif,data\processed\STURM\Floodmaps\EMSR275_01LIJEVIDOBROVCAK_07_11_1_1.tif,train
data\processed\STURM\S1\EMSR283_09LILLESTROM_5_5_1_1.tif,data\processed\STURM\Floodmaps\EMSR283_09LILLESTROM_5_5_1_1.tif,train
data\processed\STURM\S1\EMSR358_AOI03_04_05_2_1.tif,data\processed\STURM\Floodmaps\EMSR358_AOI03_04_05_2_1.tif,train
data\processed\STURM\S1\EMSR342_06NORTHNORMANTON_03_06_2_1.tif,data\processed\STURM\Floodmaps\EMSR342_06NORTHNORMANTON_03_06_2_1.tif,train
data\processed\STURM\S1\EMSR352_AOI01_113_014_1_1.tif,data\processed\STURM\Floodmaps\EMSR352_AOI01_113_014_1_1.tif,train
data\processed\Sen1Floods11\S1\Mekong_221789_3_2_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Mekong_221789_3_2_LabelHand.tif,train
data\processed\Sen1Floods11\S1\Ghana_406026_0_3_S1Hand.tif,data\processed\Sen1Floods11\LabelHand\Ghana_406026_0_3_LabelHand.tif,train
